Title,Description,genres,revised_genres,genre_cat_list
When a Stranger Calls,"During a babysitting gig, a high-school student is harassed by an increasingly threatening prank caller.","Horror, Thriller","['Horror', 'Thriller']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
A Soldier's Story,An African-American officer investigates a murder in a racially charged situation in World War II.,"Crime, Drama, Mystery","['Crime', 'Drama', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Baraka,A collection of expertly photographed scenes of human life and religion.,Documentary,['Documentary'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Mine,"After a failed assassination attempt, a United States Marine finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions.","Drama, Fantasy, Thriller","['Drama', 'Fantasy', 'Thriller']","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A Classic Horror Story,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","Drama, Horror, Mystery","['Drama', 'Horror', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Sesham Mikeil Fathima,The journey of a Malabari Muslim woman who pursues a dream of becoming a football commentator.,Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Flight Before Christmas,"A young reindeer who suffers from vertigo learns to overcome his fear, takes flying lessons from a clumsy flying squirrel and heads to the North pole to save a troubled Santa and his fleet of flying reindeer.","Animation, Adventure, Family","['Animation', 'Adventure', 'Family']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
The Gestapo's Last Orgy,"A Jewish woman who survived the horrors of a concentration camp revisits the ruins of the camp, along with a former SS officer, and recollects the humiliation, the torture, and the constant abuse she went through.","Horror, War","['Horror', 'War']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
Like Crazy,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Taste of Cherry,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Out of Hand,"Dr. Valerie Cros is a professor of literature and psychology at Berkeley, She and her lover David became the main suspects in the terrible murder of one of her students.",Mystery,['Mystery'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Brian and Charles,"After a particularly harsh winter Brian goes into a deep depression; completely isolated and with no one to talk to, Brian does what any sane person would do when faced with such a melancholic situation. He builds a robot.","Comedy, Drama, Sci-fi, Sci-fi","['Comedy', 'Drama', 'Sci-fi', 'Sci-fi']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
American Me,"A Mexican-American Mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle.","Biography, Crime, Drama","['Biography', 'Crime', 'Drama']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.","Biography, Drama, Sport","['Biography', 'Drama', 'Sport']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Deep Blue Sea,The wife of a British Judge is caught in a self-destructive love affair with a Royal Air Force pilot.,"Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Tumbledown,"A young woman struggles to move on with her life after the death of her husband, an acclaimed folk singer, when a brash New York writer forces her to confront her loss and the ambiguous circumstances of his death.","Comedy, Music, Romance","['Comedy', 'Music', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Time Lapse,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.","Mystery, Sci-fi, Sci-fi, Thriller","['Mystery', 'Sci-fi', 'Sci-fi', 'Thriller']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Touching the Void,The true story of two climbers and their perilous journey up the west face of Siula Grande in the Peruvian Andes in 1985.,"Documentary, Adventure, Drama","['Documentary', 'Adventure', 'Drama']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
Dil Se..,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,"Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A Brighter Summer Day,"Based on a true story, primarily on a conflict between two youth gangs, a 14-year-old boy's girlfriend conflicts with the head of one gang for an unclear reason, until finally the conflict comes to a violent climax.","Crime, Drama, Romance","['Crime', 'Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The Doom Generation,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex-and-violence-filled journey through an America of psychos and quickie marts.","Comedy, Crime, Drama","['Comedy', 'Crime', 'Drama']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Searching for Sugar Man,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez.","Documentary, Biography, Music","['Documentary', 'Biography', 'Music']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
Night Moves,"Los Angeles private investigator Harry Moseby is hired by a client to find her runaway teenage daughter. Moseby tracks the daughter down, only to stumble upon something much more intriguing and sinister.","Crime, Drama, Mystery","['Crime', 'Drama', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Goodbye, Mr. Chips",An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.,"Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dark Star,"In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong.","Comedy, Sci-fi, Sci-fi","['Comedy', 'Sci-fi', 'Sci-fi']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Simon Birch,A young boy with stunted growth is convinced that God has a great purpose for him.,"Comedy, Drama, Family","['Comedy', 'Drama', 'Family']","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Lazarus Effect,A group of medical researchers discover a way to bring dead patients back to life.,"Horror, Mystery, Sci-fi, Sci-fi","['Horror', 'Mystery', 'Sci-fi', 'Sci-fi']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
The Rivals of Amziah King,Plot under wraps.,"Crime, Thriller","['Crime', 'Thriller']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Hanover Street,"Margaret is a nurse in England during WW2, and married to a secret agent. Things get complicated when she falls for David, an American pilot.","Action, Adventure, Drama","['Action', 'Adventure', 'Drama']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Amsterdamned,A hard-boiled police detective sets out to capture a gruesome serial killer terrorizing the canals of Amsterdam.,"Action, Crime, Horror","['Action', 'Crime', 'Horror']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
The Extraordinary Adventures of Adèle Blanc-Sec,"An adventure set in the early part of the 20th century and focused on a popular novelist and her dealings with would-be suitors, the cops, monsters, and other distractions.","Action, Adventure, Comedy","['Action', 'Adventure', 'Comedy']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Gorge,"Two very dangerous young people who, despite the corrupt and lethal world they operate in, find a soulmate in each other.","Action, Horror, Romance","['Action', 'Horror', 'Romance']","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Ten Inch Hero,"An artist gets a job at a beachside sandwich shop, where she hangs out with a techie, a flirt, a rocker, a hippie, and a Wiccan.","Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Three to Tango,"A rich businessman's assumption that his new colleague is gay leads him to ask the man to keep an eye on his mistress. However, the man is not gay, and begins to fall for the woman himself.","Comedy, Romance","['Comedy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Moloch,"Betriek lives on the edge of a bog in the Netherlands. When she and her family are attacked by a stranger one night, Betriek sets out to find an explanation. She discovers that something is chasing her.","Horror, Mystery","['Horror', 'Mystery']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Suspect,"When a homeless man is accused of murdering a Justice Department file clerk, a public defender is tasked with mounting his legal defense.","Crime, Drama, Mystery","['Crime', 'Drama', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
My Darling Clementine,"After their cattle are stolen and their brother murdered, the Earp brothers have a score to settle with the Clanton family.","Drama, Romance, Western","['Drama', 'Romance', 'Western']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Blair Witch,"After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.","Horror, Mystery, Thriller","['Horror', 'Mystery', 'Thriller']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
A Ranjith Cinema,"It takes you on a roller coaster ride of events that happen in Ranjith's life and how it affects the people around him, forcing him to resolve the matter before he looses control.",Thriller,['Thriller'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kagemusha,A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.,"Drama, History, War","['Drama', 'History', 'War']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
The High Note,A superstar singer and her overworked personal assistant are presented with a choice that could alter the course of their respective careers.,"Drama, Music, Romance","['Drama', 'Music', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
A Shaun the Sheep Movie: Farmageddon,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.","Animation, Adventure, Comedy","['Animation', 'Adventure', 'Comedy']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Hollywoodland,"A detective examines the mysterious death of George Reeves, the star of the television series Adventures of Superman (1952).","Biography, Crime, Drama","['Biography', 'Crime', 'Drama']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Billy Jack,"Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaway.","Action, Drama","['Action', 'Drama']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Hottie & the Nottie,A woman agrees to go on a date with a man only if he finds a suitor for her unattractive best friend.,"Comedy, Romance","['Comedy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Marvin's Room,"After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down.",Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
My Bodyguard,"When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.","Comedy, Drama, Family","['Comedy', 'Drama', 'Family']","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Heaven Is for Real,"A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.","Biography, Drama, Family","['Biography', 'Drama', 'Family']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Pal Joey,"Joey Evans' a charming, handsome, funny, talented a-1st class, A-N°.1 - heel. When Joey meets the former chorus girl and now is the rich widow, Vera Simpson, the pair of lecherous souls seem made for each other.","Drama, Musical, Romance","['Drama', 'Musical', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
The Ambushers,Secret agent Matt Helm must battle foreign spies and a rogue nation's exiled ruler in order to recover a hijacked U.S. government experimental flying saucer.,"Action, Comedy, Sci-fi, Sci-fi","['Action', 'Comedy', 'Sci-fi', 'Sci-fi']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Gaslight,"Misha returns to her royal family estate after 15 years to visit her estranged father, only to find him missing.","Crime, Horror, Mystery","['Crime', 'Horror', 'Mystery']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
It's a Boy Girl Thing,"Sworn enemies find themselves in each other's bodies, and use this to ruin each other's lives.","Comedy, Fantasy, Romance","['Comedy', 'Fantasy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bergman Island,A couple retreat to the island that inspired Ingmar Bergman to write screenplays for their upcoming films when the lines between reality and fiction start to blur.,"Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Going Overboard,A struggling young comedian takes a menial job on a cruise ship hoping for his big chance to make it in the world of cruise-ship comedy.,Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
De Tatta's,"When a rich family suddenly finds themselves broke, they are forced to leave their luxurious lives and start over again in a new neighborhood and make unlikely friends with their new neighbors.",Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
He Lied About Everything,"Two-hour special that investigates the perfect engagement gone wrong between Emmy award-winning journalist, Benita Alexander, and the internationally acclaimed surgeon, Dr. Paolo Macchiarini. Hosted by Benita Alexander.",Documentary,['Documentary'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
As They Made Us,A divorced mom tries to make peace with her dysfunctional family as she finds a second chance at love.,Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bora Bora,A Frenchman finds his runaway wife on an island in the Pacific.,"Adventure, Drama, Musical","['Adventure', 'Drama', 'Musical']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
Season of Love,A queer lady holiday romantic comedy that follows the lives of three very different couples in dealing with their love lives in various loosely interrelated tales all set right before Christmas through New Years.,"Comedy, Romance","['Comedy', 'Romance']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mutiny on the Bounty,"In 1787, British ship Bounty leaves Portsmouth to bring a cargo of bread-fruit from Tahiti but the savage on-board conditions imposed by Captain Bligh trigger a mutiny led by officer Fletcher Christian.","Adventure, Drama, History","['Adventure', 'Drama', 'History']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sweetwater,"In the fall of 1950, Nat 'Sweetwater' Clifton makes history in his journey to become the first African American to sign an NBA contract, forever changing the game of basketball.","Biography, Drama, Sport","['Biography', 'Drama', 'Sport']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nowhere,Follows a day in the lives of a group of Los Angeles high school students and the strange lives they lead.,"Comedy, Drama, Sci-fi, Sci-fi","['Comedy', 'Drama', 'Sci-fi', 'Sci-fi']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Creep 2,"A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake.","Crime, Drama, Horror","['Crime', 'Drama', 'Horror']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
Christmas in Wonderland,"Three children and their father move from Los Angeles, California to Edmonton, Alberta. When they go shopping at West Edmonton Mall, they find counterfeit cash, inadvertently help catch crooks, and make a discovery about Santa.","Comedy, Crime, Family","['Comedy', 'Crime', 'Family']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
UFO Sweden,A rebellious teen placed in foster care suspects her father is not dead but has been abducted. She is determined to find out the truth with help from a UFO association.,"Adventure, Sci-fi, Sci-fi","['Adventure', 'Sci-fi', 'Sci-fi']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Nothing to Lose,"Nick's wife's in bed with his boss. He later gets a gun to his head by a carjacker but steps on the gas pedal. They end up friends after adventures together - holdups, burglary, reckless driving, revenge etc. Twists follow.","Action, Adventure, Comedy","['Action', 'Adventure', 'Comedy']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
